"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
4.191062562E0;8.708843589E-1;-1.156210780E0;-4.599291682E-1
4.202975062E0;7.090574503E-1;-1.002901077E0;-6.451784372E-1
4.214886000E0;4.258603454E-1;-8.772723079E-1;-8.857895136E-1
4.226798500E0;2.288999259E-1;-7.058635354E-1;-1.002901077E0
4.238709437E0;1.628915817E-1;-5.653296113E-1;-9.975778461E-1
4.250634437E0;2.310292274E-1;-4.162784815E-1;-9.060178399E-1
4.262532875E0;3.694338500E-1;-3.002315462E-1;-7.857123017E-1
4.274445375E0;4.609938264E-1;-2.597748041E-1;-6.366612315E-1
4.286357875E0;3.417529166E-1;-7.771950960E-2;-5.238082409E-1
4.298267250E0;2.022836655E-1;4.790928960E-2;-4.109552205E-1
4.310179750E0;6.813765317E-2;1.320167035E-1;-3.066194355E-1
4.322090687E0;-3.619812801E-2;2.129301727E-1;-2.555162013E-1
4.334003187E0;-6.707300246E-2;2.512575984E-1;-2.672273517E-1
4.345914125E0;-1.916371472E-2;1.394692659E-1;-2.810678184E-1
4.357825062E0;2.235766686E-2;-1.916371472E-2;-2.544515431E-1
4.369737562E0;9.581857920E-2;-1.852492392E-1;-2.512575984E-1
4.381648500E0;2.076069117E-1;-2.523222566E-1;-2.523222566E-1
4.393561000E0;3.619812727E-1;-1.820552945E-1;-2.193180770E-1
4.405471937E0;5.355193615E-1;-5.536184460E-2;-1.426632106E-1
4.417386000E0;7.101221085E-1;1.628915817E-1;-4.365068302E-2
4.429301625E0;7.750658393E-1;3.960501254E-1;8.091346174E-2
4.441206312E0;7.165099978E-1;4.727049768E-1;1.501157731E-1
4.453118812E0;5.376486778E-1;4.897393882E-1;7.878416032E-2
4.465029750E0;3.566580415E-1;5.333900452E-1;-2.448697016E-2
4.476940687E0;2.033483088E-1;6.281439662E-1;-5.429719388E-2
4.488853187E0;1.330813617E-1;7.527081370E-1;-6.281439960E-2
4.500764125E0;1.203055456E-1;8.442681432E-1;-7.133160532E-2
4.512676625E0;1.522450745E-1;8.346862793E-1;-7.771950960E-2
